class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-color;has-ring;ring-type;habitat;season
e;6.79;c;t;n;f;e;c;w;13.39;12.2;n;f;f;d;a
e;4.7;x;h;n;f;a;c;n;7.14;7.01;w;f;f;d;u
e;7.32;x;h;n;f;p;d;y;5.28;11.56;n;f;f;d;a
e;6.45;x;h;n;f;e;c;w;13.42;13.51;w;f;f;d;u
e;15.27;x;e;n;t;e;c;w;10.3;18.34;w;t;f;g;u
e;8.07;f;s;k;f;a;c;w;3.73;12.03;w;f;f;d;a
e;4.78;s;l;n;f;f;f;f;6.64;57.01;n;f;f;d;a
p;5.09;x;t;y;f;a;c;y;5.46;7.0;o;f;f;g;a
p;1.43;x;t;n;f;a;c;k;4.66;2.48;n;f;f;g;a
e;10.05;x;e;y;f;x;c;w;6.95;19.35;w;f;f;d;u
e;15.08;x;e;n;t;e;c;w;10.25;18.36;w;t;f;g;u
p;6.99;p;s;g;f;a;c;g;9.21;12.01;w;t;z;d;a
e;3.49;x;t;n;f;d;c;o;5.94;6.9;w;f;f;d;w
p;3.17;b;t;k;f;a;c;n;10.82;2.65;n;f;f;g;u
e;4.02;x;s;n;f;p;c;n;4.69;10.67;e;f;f;d;a
p;4.12;o;s;o;f;f;f;f;0.0;0.0;f;t;f;d;w
e;14.3;x;e;n;t;e;c;w;9.37;16.95;w;t;f;g;a
p;1.41;b;h;n;f;a;c;n;4.74;1.56;n;f;f;g;s
p;3.68;x;h;y;f;a;c;y;5.3;5.87;o;f;f;g;a
p;3.9;b;t;n;f;x;c;p;6.13;4.57;n;f;f;g;u
e;13.13;x;h;n;t;p;c;y;9.98;23.58;n;f;f;d;a
p;8.06;f;y;e;f;s;c;y;6.52;18.34;e;f;f;d;a
e;9.35;s;t;w;t;d;c;o;5.53;16.24;w;f;f;d;u
e;8.11;x;s;u;f;a;c;w;4.03;14.35;w;f;f;d;a
p;1.62;x;t;n;f;a;c;n;5.02;2.89;n;f;f;g;a
p;2.88;x;g;n;f;a;c;p;8.46;2.81;n;f;f;d;u
e;2.13;x;t;u;f;a;d;u;4.98;3.74;w;f;f;d;u
e;21.59;p;y;n;f;a;c;w;29.43;21.85;n;t;m;m;a
p;4.13;o;s;o;f;f;f;f;0.0;0.0;f;t;f;d;u
p;11.91;s;t;n;t;d;c;n;6.99;17.0;n;f;f;d;u
p;7.76;p;y;w;f;a;c;p;14.58;17.37;w;f;f;d;a
p;2.83;b;y;n;f;a;c;g;6.13;4.47;w;f;f;d;a
e;3.65;x;h;n;f;a;c;k;7.63;7.21;w;f;f;d;a
e;4.27;f;d;n;t;d;c;p;5.33;6.72;n;f;f;d;a
p;5.52;x;t;n;f;s;c;g;4.64;6.3;n;f;f;d;a
e;9.26;x;t;g;f;s;c;g;7.04;21.84;u;f;f;d;a
e;7.14;f;s;n;f;s;c;w;5.71;8.63;n;f;f;m;a
e;5.87;f;s;n;f;s;c;w;6.17;9.39;w;f;f;g;a
e;11.7;s;t;l;f;s;c;u;6.93;20.15;u;f;f;l;w
p;13.07;x;t;n;f;e;c;w;11.37;15.41;w;t;g;d;u
e;3.62;s;d;p;t;d;c;p;4.92;6.46;n;f;f;d;a
p;3.44;x;t;n;f;s;c;n;4.95;7.73;w;t;z;d;u
e;4.2;b;g;g;f;a;d;g;5.8;3.89;g;f;f;d;s
e;0.96;x;g;e;t;a;c;w;5.57;0.93;n;f;f;h;u
p;7.65;x;i;n;f;a;c;n;7.69;8.01;n;t;z;d;u
p;14.39;x;h;n;t;p;c;y;8.62;28.91;y;f;f;d;u
p;7.13;b;t;w;f;e;c;w;11.14;12.59;w;t;e;d;a
e;7.96;x;d;y;t;p;c;y;5.63;11.68;e;f;f;d;a
p;10.34;x;t;n;f;a;d;w;13.12;30.9;w;f;f;d;a
e;6.14;x;h;n;f;x;c;n;6.9;7.1;n;t;r;d;a
p;9.32;s;t;o;t;d;c;o;4.44;12.26;w;t;f;d;a
p;4.41;s;t;u;f;a;c;w;4.23;8.54;w;f;f;d;a
e;9.59;s;t;w;t;d;c;y;5.19;22.43;w;f;f;d;u
p;1.78;x;i;k;f;a;c;p;3.7;2.61;w;f;f;g;u
e;9.38;x;y;e;f;a;c;w;5.13;23.63;n;t;e;d;a
p;3.26;s;w;u;f;a;c;g;5.56;4.56;u;f;f;d;a
p;3.59;f;k;n;f;s;c;p;4.54;3.33;n;f;f;g;u
p;6.76;s;d;e;t;d;c;w;6.97;8.08;n;f;f;d;a
e;8.15;s;t;w;t;d;c;o;5.7;15.74;w;f;f;d;u
p;16.17;s;k;n;f;d;c;y;6.67;36.98;k;f;f;d;a
p;1.68;x;t;n;f;a;c;n;5.36;2.82;n;f;f;g;a
e;4.59;s;w;y;f;f;f;f;4.54;12.38;y;f;f;d;u
p;6.86;x;t;n;f;d;c;y;5.96;10.39;n;f;f;d;a
p;3.59;f;l;n;f;x;d;e;6.51;4.93;y;f;f;l;a
p;3.16;b;h;n;f;a;c;k;9.02;5.02;w;t;f;g;w
e;4.88;f;t;w;f;x;c;n;7.46;4.81;w;f;f;d;a
e;7.47;f;s;w;f;e;c;k;17.87;11.13;w;t;e;u;s
p;7.71;p;t;n;f;p;c;w;10.34;29.64;n;f;f;d;u
p;2.16;x;t;n;f;s;c;n;4.81;6.8;w;t;z;d;a
e;5.6;s;l;w;f;d;c;w;3.17;7.55;w;f;f;d;u
e;4.49;x;t;g;f;a;d;n;5.79;4.13;g;t;l;d;w
e;3.64;x;h;n;f;a;c;n;7.28;7.07;w;f;f;d;u
e;19.11;p;d;e;f;p;c;n;16.17;36.47;w;f;f;d;a
p;2.63;f;s;g;f;d;c;w;2.99;6.3;w;f;f;g;u
p;8.88;x;t;n;t;x;c;n;8.07;18.76;u;f;f;d;a
p;3.78;f;l;e;f;x;d;e;6.11;5.12;y;f;f;d;a
p;9.14;f;t;n;f;x;c;w;9.74;10.49;w;f;f;d;a
e;1.02;f;w;g;f;a;d;k;4.49;2.39;w;f;f;g;u
e;8.0;s;t;n;f;a;c;w;3.92;19.35;n;f;f;d;a
p;3.5;c;t;u;f;a;c;w;3.18;3.6;u;f;f;p;u
e;5.83;x;t;g;f;a;d;n;5.88;4.5;g;t;l;d;w
p;3.86;x;k;w;f;s;c;p;4.44;3.26;n;f;f;g;a
p;6.6;s;t;r;t;d;c;g;4.43;12.39;g;f;f;d;a
p;10.1;f;t;n;f;x;c;w;10.22;12.64;w;f;f;d;u
e;7.2;x;h;y;t;x;c;y;7.75;14.63;w;f;f;d;u
e;4.55;b;g;g;f;a;d;g;6.25;3.51;g;f;f;d;w
e;14.41;x;e;n;f;d;c;w;9.86;24.88;w;f;f;d;w
p;3.3;b;h;n;f;a;c;k;8.56;5.22;w;t;f;g;u
e;4.98;f;t;y;f;x;c;w;6.6;3.74;w;f;f;d;u
p;1.14;x;g;w;f;a;d;w;3.25;1.74;n;f;f;d;u
e;6.97;x;h;y;t;x;c;y;7.39;14.61;w;f;f;d;a
p;8.47;f;y;u;f;s;c;y;7.23;19.1;u;f;f;d;a
e;3.82;x;t;n;f;p;c;n;4.84;9.64;e;f;f;d;u
e;10.39;p;i;n;t;e;c;p;8.35;16.19;w;t;p;l;a
e;6.14;x;t;w;f;e;c;w;6.42;12.91;y;t;g;d;u
p;7.81;x;t;n;t;x;c;u;10.14;24.58;g;f;f;d;a
e;11.72;x;s;y;f;x;c;n;7.73;22.09;w;f;f;d;u
p;0.89;b;t;y;f;a;c;k;3.23;2.53;n;t;f;g;a
e;7.48;s;t;y;f;a;c;w;5.68;14.54;w;f;f;d;w
e;2.68;x;t;b;f;a;d;w;5.42;3.9;w;f;f;d;u
e;7.79;f;t;w;f;d;c;y;2.33;14.6;w;f;f;d;w
e;5.51;x;t;w;f;x;c;w;7.87;9.36;w;t;f;d;a
p;8.34;f;t;y;f;x;c;y;6.33;16.85;y;f;f;d;a
e;14.59;x;s;n;t;e;c;n;9.42;18.28;w;t;l;m;u
e;4.29;x;t;o;f;p;c;n;5.45;11.86;e;f;f;d;u
p;3.38;x;i;e;f;a;c;e;4.1;5.22;e;f;f;d;a
p;10.66;x;t;n;f;a;d;w;12.06;33.24;w;f;f;d;a
p;6.73;p;y;w;f;a;c;p;12.63;16.11;w;f;f;d;a
p;4.78;x;t;w;f;a;c;w;3.07;12.01;y;f;f;d;a
p;6.34;x;t;g;f;d;c;w;5.24;9.67;n;f;f;d;a
p;15.43;x;k;w;t;d;d;w;7.67;33.35;w;f;f;d;a
e;10.82;x;t;n;t;a;c;w;9.54;17.5;w;t;g;d;u
p;2.22;x;g;e;f;a;c;p;5.87;2.43;n;f;f;d;u
e;8.25;s;t;y;f;a;c;w;6.63;15.98;g;f;f;d;w
p;6.1;f;w;p;f;s;c;p;4.65;10.47;p;f;f;d;a
p;9.5;x;t;u;t;x;c;n;9.16;19.42;n;f;f;d;a
e;3.32;b;y;n;f;a;c;k;7.06;3.14;w;f;f;d;u
p;2.35;x;g;n;f;a;c;w;7.76;2.49;n;f;f;d;u
p;2.75;o;t;k;f;f;f;f;3.23;15.49;n;f;f;d;u
e;4.24;s;l;n;f;f;f;f;6.36;38.39;n;f;f;l;w
e;8.2;s;t;n;f;a;c;w;3.69;19.1;n;f;f;d;a
p;14.59;x;e;n;t;p;c;y;10.75;35.63;y;f;f;d;u
p;3.39;f;t;e;f;x;c;w;4.63;5.8;w;f;f;d;a
p;3.32;o;s;g;f;f;f;f;0.0;0.0;f;t;f;d;s
p;7.72;x;w;p;f;s;c;p;4.63;10.2;p;f;f;d;a
p;13.94;x;h;n;f;s;c;p;7.66;17.06;n;f;f;d;a
p;1.97;c;t;n;f;a;c;y;7.0;2.82;y;f;f;g;u
p;4.72;b;y;n;f;a;c;g;6.66;4.57;w;f;f;d;a
p;3.38;x;i;e;f;a;c;e;4.52;6.28;e;f;f;d;a
e;5.68;x;l;w;f;d;c;p;3.25;7.15;w;f;f;g;u
e;8.75;f;t;g;f;d;c;w;2.15;13.65;w;f;f;d;w
e;15.21;f;e;g;f;d;c;w;10.04;23.52;w;f;f;l;a
e;6.7;c;t;n;f;f;f;f;5.91;19.41;n;f;f;l;s
p;3.97;b;t;n;f;x;c;p;6.63;4.54;g;f;f;m;a
p;13.91;x;e;n;t;p;c;o;10.09;30.24;y;f;f;d;u
e;6.36;x;s;u;f;a;c;w;3.43;10.43;w;f;f;d;u
e;4.1;x;t;n;f;d;c;o;5.94;7.58;o;f;f;d;a
p;0.95;x;g;w;f;a;d;w;3.14;1.51;n;f;f;d;a
e;7.19;p;t;g;f;a;c;w;5.38;11.92;g;f;f;g;a
p;7.08;f;h;n;f;x;c;w;13.71;7.6;n;f;f;d;a
p;8.28;f;t;n;f;x;c;y;6.77;17.26;y;f;f;d;a
p;5.13;x;s;y;f;a;c;y;6.72;8.41;o;f;f;g;a
e;5.66;x;s;b;f;x;c;w;6.15;9.29;n;f;f;l;w
p;18.55;f;k;w;t;d;d;w;5.03;29.75;w;f;f;d;w
e;9.14;f;t;n;t;a;c;w;13.98;21.72;w;t;g;d;a
p;6.02;p;s;g;f;a;c;g;7.06;11.66;w;t;z;g;a
e;8.63;x;t;n;t;p;c;y;7.45;21.77;n;f;f;d;u
p;11.65;x;t;n;f;e;c;w;10.57;14.38;w;t;e;d;a
e;11.57;x;t;n;t;a;c;w;12.49;18.78;w;t;g;d;u
p;17.75;f;d;n;f;p;c;y;4.77;38.31;n;f;f;d;a
p;9.0;x;t;n;f;a;d;w;10.1;26.69;w;f;f;d;u
e;5.2;x;t;r;f;d;c;r;6.79;9.29;r;f;f;d;u
e;46.95;o;y;y;f;p;c;y;7.4;38.42;k;f;f;d;s
p;3.41;b;y;n;f;a;c;g;6.63;4.6;w;f;f;d;a
p;4.72;s;k;n;f;p;c;n;3.72;5.23;n;t;f;d;u
e;10.1;x;t;n;f;x;c;w;9.19;21.0;w;f;f;d;a
p;5.43;f;t;y;f;s;d;y;5.22;11.3;y;f;f;d;a
e;1.06;b;g;g;f;a;c;g;2.84;1.11;w;f;f;d;w
e;5.08;x;d;y;t;p;c;y;4.85;11.65;y;f;f;d;u
p;3.71;b;y;p;f;e;c;n;4.41;3.58;w;t;e;m;u
e;1.79;x;t;y;f;d;c;w;6.28;2.67;y;f;f;d;a
p;4.63;x;t;y;f;a;c;y;6.17;7.82;o;f;f;g;a
p;11.11;f;t;w;f;x;c;w;9.32;12.38;w;f;f;h;u
e;7.44;x;y;n;f;e;c;p;6.15;10.63;n;f;f;d;a
p;1.81;b;t;g;f;a;c;g;4.8;1.89;g;f;f;d;a
e;10.7;s;t;w;t;d;c;o;5.4;17.06;w;f;f;d;u
e;45.74;o;y;y;f;p;c;y;5.16;28.22;n;f;f;d;u
e;4.93;f;y;g;f;s;c;g;3.85;7.48;w;f;f;d;u
p;8.17;x;t;u;t;x;c;u;9.79;22.35;n;f;f;d;a
p;7.18;f;t;r;f;x;c;y;6.3;11.72;w;f;f;d;a
p;0.63;x;g;n;f;a;c;n;3.95;0.97;k;f;f;d;a
p;17.09;f;h;e;f;e;c;w;17.73;17.55;w;t;g;d;u
p;1.48;x;t;n;f;a;c;k;4.87;2.61;n;f;f;g;u
e;3.18;x;h;p;f;a;c;e;5.28;7.11;e;f;f;m;u
p;1.23;x;s;y;f;f;f;f;3.29;5.47;y;f;f;d;a
e;6.6;x;t;y;f;a;c;w;6.19;14.63;w;f;f;d;w
e;4.8;x;t;n;f;x;c;w;8.2;9.29;w;t;f;d;u
e;2.95;s;t;n;f;f;f;f;6.33;6.57;o;f;f;d;a
e;5.98;x;i;n;f;e;c;n;4.09;12.12;w;t;r;w;u
e;1.47;x;s;n;f;a;c;w;5.24;1.58;y;f;f;g;a
e;4.06;x;t;n;f;d;c;o;6.18;6.72;w;f;f;d;w
e;7.07;x;t;y;f;a;c;w;5.79;15.29;g;f;f;d;u
p;6.53;x;t;n;f;d;c;y;6.21;10.84;n;f;f;d;a
e;1.56;x;g;n;f;a;c;w;6.12;2.16;y;f;f;d;a
e;4.02;x;t;w;f;x;c;n;8.05;9.72;w;t;f;g;u
p;10.5;f;t;w;f;x;c;w;10.9;12.16;w;f;f;d;u
p;2.38;b;t;g;f;a;c;k;7.34;2.46;n;f;f;g;u
e;5.45;b;h;g;f;s;d;g;4.8;9.57;g;f;f;d;u
p;3.85;x;y;y;f;a;c;w;5.81;3.56;y;t;r;h;u
p;3.96;x;i;e;f;a;c;e;4.96;5.68;e;f;f;d;a
p;5.84;x;e;e;f;a;c;y;7.11;9.24;e;t;z;d;a
e;8.71;x;d;w;f;s;c;w;9.2;35.03;w;f;f;m;s
p;8.54;x;y;n;f;a;c;y;10.67;11.75;n;t;f;d;u
p;1.15;s;s;y;f;f;f;f;3.16;4.74;y;f;f;d;u
e;3.53;x;t;r;f;a;c;r;6.12;6.79;l;f;f;l;u
p;2.5;f;w;o;t;d;c;n;3.57;6.43;n;f;f;d;a
e;5.64;f;h;k;f;s;d;g;4.58;10.16;g;f;f;d;a
p;6.93;x;i;y;f;a;c;n;6.81;6.56;n;t;z;d;a
p;3.02;c;t;w;f;a;c;n;4.43;3.88;w;f;f;p;a
p;3.03;f;s;o;f;a;c;o;3.4;5.96;y;f;f;m;a
e;8.9;x;h;n;t;p;c;n;7.83;17.48;n;t;p;d;u
e;6.1;x;h;n;f;p;d;y;8.08;13.62;n;f;f;d;u
p;2.83;f;h;y;f;a;c;n;8.74;3.56;y;f;f;g;u
p;6.07;f;t;g;f;d;c;w;6.0;10.06;n;f;f;l;a
e;9.98;p;y;w;f;e;c;w;16.55;13.45;w;t;e;d;u
e;7.42;f;h;n;f;s;c;y;8.95;12.13;n;f;f;d;a
p;5.51;x;i;e;f;e;c;k;6.59;7.25;k;f;f;m;a
p;3.12;s;s;w;f;d;c;w;2.88;7.04;w;f;f;g;a
e;11.79;s;t;w;t;d;c;y;6.45;26.61;w;f;f;d;u
e;6.97;x;h;n;f;a;d;n;5.99;5.59;g;t;l;d;w
e;1.78;x;g;n;f;d;c;w;7.06;2.61;y;f;f;d;a
p;2.85;f;w;u;f;a;c;g;4.6;5.57;u;f;f;l;u
e;3.08;f;s;w;f;d;d;w;3.58;6.43;w;f;f;g;a
p;4.09;x;t;n;f;a;c;n;5.1;6.25;n;t;z;d;w
e;8.31;f;s;n;f;s;c;y;8.78;11.92;n;f;f;d;a
p;8.48;o;t;o;f;a;c;o;1.48;14.6;y;f;f;d;w
e;10.24;f;s;w;f;e;c;w;20.59;13.28;w;t;e;u;u
p;3.8;c;k;y;t;x;c;r;3.06;10.7;w;f;f;d;s
e;4.73;x;h;n;f;x;c;w;3.74;5.03;n;t;r;d;w
p;4.89;b;h;n;f;a;c;k;9.09;5.31;w;t;f;g;u
p;5.33;x;i;n;f;a;c;k;7.18;8.09;n;t;z;g;a
p;2.79;s;s;g;f;d;c;w;3.29;7.31;w;f;f;g;a
p;5.92;f;t;g;f;d;c;w;5.23;9.8;n;f;f;l;a
p;5.89;x;e;e;f;a;c;y;7.56;10.51;y;t;z;d;a
p;2.23;f;y;o;f;a;c;o;2.63;4.42;y;f;f;h;a
e;6.84;x;h;y;t;x;c;y;8.66;15.33;w;f;f;d;a
e;6.77;x;y;n;f;e;c;p;6.26;10.7;n;f;f;d;u
p;1.71;p;t;n;f;a;c;g;5.91;2.51;y;t;e;m;s
p;2.78;b;s;y;f;a;c;r;5.86;6.35;y;t;z;d;a
p;15.67;s;t;r;t;d;c;n;5.06;25.01;g;f;f;l;u
e;4.57;b;g;g;f;a;d;g;6.55;3.55;n;f;f;d;a
e;3.28;s;t;n;f;f;f;f;6.2;6.59;o;f;f;d;a
e;4.83;x;t;g;f;a;d;n;5.96;4.79;g;t;l;d;a
e;6.04;s;l;n;f;f;f;f;8.88;67.58;n;f;f;d;u
p;9.56;f;t;w;f;x;c;w;9.4;10.75;w;f;f;d;u
e;6.86;x;d;n;t;p;c;y;7.26;14.66;y;f;f;d;a
p;4.97;f;l;n;f;x;d;e;6.07;4.99;y;f;f;d;u
e;7.08;x;t;p;f;x;c;w;5.32;17.62;w;f;f;d;u
e;7.81;f;s;n;f;s;c;w;6.07;9.14;w;f;f;m;u
p;2.58;o;t;g;f;f;f;f;3.88;14.29;g;f;f;d;a
p;8.8;p;g;n;f;e;c;w;8.61;17.16;w;t;p;d;u
e;4.03;s;t;n;f;f;f;f;6.67;8.55;o;f;f;d;a
e;6.98;x;t;p;f;x;c;w;5.94;14.48;w;f;f;d;u
e;6.68;x;y;n;f;e;c;w;6.22;10.43;n;f;f;d;u
p;6.84;x;h;n;f;x;c;w;11.43;6.74;n;f;f;d;a
e;4.19;x;s;n;f;p;c;n;6.25;11.48;e;f;f;d;u
p;7.43;b;t;w;f;e;c;w;13.57;13.78;w;t;e;d;a
e;9.01;x;t;n;f;p;d;y;7.04;13.49;n;f;f;h;a
p;6.67;s;d;e;t;d;c;w;7.07;9.2;e;f;f;d;a
p;4.18;x;y;n;f;a;c;w;5.34;3.5;y;t;r;d;u
e;12.19;s;t;w;t;d;c;p;4.83;26.94;w;f;f;d;u
e;1.33;c;g;n;f;a;c;g;4.85;1.31;g;f;f;d;a
e;10.88;x;s;e;f;a;d;w;9.4;16.92;n;t;f;d;w
p;3.96;x;t;b;f;x;c;w;4.34;6.01;w;f;f;d;u
e;9.31;f;e;b;f;a;c;b;5.2;20.45;w;t;f;d;a
e;13.88;x;y;n;t;e;c;w;10.27;17.94;w;t;f;d;u
p;1.6;b;h;n;f;a;c;n;3.85;1.26;n;f;f;h;a
e;5.87;f;s;b;f;x;c;w;6.69;9.69;n;f;f;l;a
p;4.26;o;s;y;f;f;f;f;0.0;0.0;f;t;f;d;s
p;8.6;s;t;y;t;d;c;o;4.61;12.22;w;t;f;d;a
p;13.0;f;t;g;f;e;c;w;11.09;16.44;w;t;g;d;u
e;5.71;f;s;o;f;d;d;o;5.45;12.1;w;f;f;d;w
p;9.55;x;d;y;f;a;c;y;14.07;22.3;o;t;r;d;u
e;17.86;p;w;n;f;p;c;y;14.22;60.12;n;f;f;d;a
e;5.55;f;s;n;f;x;c;w;7.31;10.38;n;f;f;l;a
e;14.89;s;e;g;f;d;c;w;8.25;22.46;w;f;f;l;w
e;6.85;x;t;n;f;a;c;w;6.15;13.74;g;f;f;d;u
e;6.09;x;t;n;f;e;c;w;12.51;12.57;w;f;f;d;a
p;6.47;x;t;y;f;s;d;y;5.49;14.22;y;f;f;d;a
p;13.16;f;t;n;f;e;c;w;11.54;18.21;w;t;e;d;u
p;8.44;x;t;n;f;s;c;g;6.47;8.61;n;f;f;d;a
p;18.96;s;k;w;t;d;d;w;8.41;30.65;w;f;f;d;u
e;1.14;f;g;n;t;a;c;w;6.04;1.04;n;f;f;h;u
p;1.7;x;k;n;f;a;c;n;4.04;1.7;n;f;f;d;s
e;8.93;x;t;y;f;p;c;y;7.2;14.14;y;t;f;d;u
p;7.96;x;s;n;f;s;c;g;6.9;8.86;n;f;f;d;w
e;3.91;x;t;w;f;d;c;r;6.11;6.27;w;f;f;l;a
p;8.31;x;y;y;f;a;c;y;8.82;10.64;n;t;f;d;u
e;4.37;x;t;w;f;x;c;n;7.88;8.68;n;t;f;g;u
e;8.22;x;w;y;f;f;f;f;7.47;18.39;y;f;f;d;u
p;0.7;x;g;y;f;a;c;y;3.45;0.74;w;f;f;d;u
p;6.29;x;e;e;f;a;c;w;9.17;11.03;y;t;z;d;a
p;3.36;x;k;n;f;s;c;p;3.48;2.92;n;f;f;g;u
e;5.15;x;h;y;t;x;c;y;7.06;14.43;w;f;f;d;u
p;10.9;x;y;y;f;a;c;o;13.26;25.49;o;t;r;d;a
p;3.22;f;s;o;f;a;c;y;3.55;6.06;y;f;f;m;a
e;15.31;x;t;k;f;a;d;y;8.16;21.37;w;f;f;d;w
e;9.25;x;e;y;f;x;c;w;7.84;25.96;w;f;f;d;a
e;4.07;x;d;n;f;p;c;y;4.79;10.09;n;f;f;d;a
e;11.21;f;t;l;f;s;c;b;8.09;21.85;u;f;f;d;a
e;3.24;b;y;n;f;a;c;n;6.68;3.13;w;f;f;d;s
e;6.13;s;d;o;f;d;d;o;6.36;12.91;w;f;f;d;w
e;4.45;x;t;n;f;p;c;n;5.39;10.07;n;f;f;d;a
p;7.61;x;d;e;t;d;c;w;6.66;7.63;e;f;f;d;a
e;9.88;p;s;w;f;e;c;w;14.87;12.46;w;t;e;g;u
p;5.61;f;t;n;f;x;c;y;4.7;14.12;y;f;f;d;a
p;11.42;f;t;n;f;e;c;w;11.2;15.86;w;t;e;d;u
p;4.27;x;t;p;f;a;c;w;3.23;12.56;y;f;f;d;a
e;9.63;x;t;n;t;p;c;y;8.35;22.2;n;f;f;d;u
p;3.23;f;d;n;f;x;c;y;4.52;2.97;n;f;f;l;a
p;4.65;s;t;u;f;a;c;w;4.4;7.58;y;f;f;d;u
p;1.29;f;s;y;f;f;f;f;3.58;6.25;y;f;f;d;a
p;4.2;c;i;y;f;a;c;n;6.63;7.48;w;f;f;d;u
p;2.72;o;s;y;f;f;f;f;0.0;0.0;f;t;f;d;w
e;12.81;s;t;w;t;d;c;p;6.53;26.13;w;f;f;d;u
p;9.34;f;y;u;f;s;c;y;7.22;20.4;e;f;f;d;a
p;3.07;b;d;r;f;a;c;y;5.2;5.31;y;f;f;d;u
p;5.19;x;h;o;f;a;c;y;6.35;7.6;o;f;f;g;u
e;5.94;x;t;n;f;e;c;w;12.53;12.32;w;f;f;d;a
e;5.74;x;y;n;f;e;c;w;4.97;9.05;n;f;f;d;a
e;9.67;f;t;n;t;a;c;w;11.92;16.4;w;t;g;d;a
p;18.0;s;t;g;t;d;c;n;5.23;25.67;n;f;f;g;u
p;5.87;x;s;n;t;s;d;r;6.63;15.32;n;f;f;d;a
e;11.24;f;e;b;f;a;c;b;5.33;22.26;w;t;f;d;a
p;9.24;x;t;n;t;x;c;u;10.31;20.87;g;f;f;d;a
p;9.97;f;t;w;f;x;c;w;9.34;10.38;w;f;f;h;a
p;1.4;x;t;n;f;a;c;k;5.11;2.5;n;f;f;g;u
p;3.26;x;h;o;f;a;c;y;5.58;6.21;o;f;f;g;a
e;9.53;x;t;y;f;p;c;y;8.37;15.84;y;t;f;d;a
e;9.48;x;e;l;f;x;c;w;8.4;26.38;w;f;f;d;u
p;1.65;x;t;n;f;a;c;n;5.65;2.57;n;f;f;g;a
e;15.46;p;d;e;f;p;c;w;13.97;33.58;w;f;f;d;a
p;2.18;x;h;n;f;a;c;n;4.14;5.41;o;t;z;d;w
p;6.69;x;t;y;f;x;c;y;4.21;12.34;y;f;f;d;a
p;4.52;b;h;l;f;s;c;g;5.89;8.24;l;t;e;m;a
e;9.37;p;i;n;t;e;c;p;8.76;17.67;w;t;p;l;a
e;5.32;x;h;n;f;a;d;n;5.22;3.34;w;t;l;d;a
e;6.25;x;h;n;f;a;d;n;5.32;4.74;g;t;l;d;u
e;6.23;s;t;n;f;a;c;w;3.26;18.62;n;f;f;d;u
p;3.32;x;s;o;f;a;c;y;5.76;7.1;o;f;f;g;u
p;7.61;x;t;n;f;s;c;n;5.73;7.77;n;f;f;d;a
p;7.54;f;h;e;f;x;d;w;6.93;18.49;w;f;f;d;u
e;10.07;s;t;w;t;d;c;y;5.1;23.74;w;f;f;d;a
e;6.7;f;t;p;f;x;c;w;5.99;11.01;w;f;f;d;u
p;3.02;x;y;n;f;a;c;w;4.91;3.44;n;t;r;d;u
p;3.39;o;t;w;f;f;f;f;5.06;27.19;w;t;f;p;a
p;8.59;s;t;o;t;d;c;o;5.0;12.82;w;t;f;d;a
p;1.38;x;t;n;f;a;c;n;4.88;2.27;n;f;f;g;a
p;9.3;f;h;r;f;a;c;w;11.45;17.82;w;t;p;d;u
p;1.07;x;g;w;f;a;d;w;3.39;1.53;n;f;f;d;u
p;2.71;b;y;n;f;a;c;w;4.81;4.21;w;f;f;d;a
p;3.92;f;t;w;f;x;c;p;7.95;4.18;n;f;f;d;a
e;21.65;p;t;n;f;p;c;y;14.4;83.97;n;f;f;d;u
p;7.43;f;w;p;f;s;c;p;4.66;9.84;p;f;f;d;a
p;7.15;x;t;e;f;x;d;w;7.01;17.74;w;f;f;d;a
e;4.82;f;s;b;f;x;c;w;5.53;8.73;n;f;f;l;a
p;8.38;x;i;y;f;a;c;n;8.11;8.92;n;t;z;g;u
e;5.98;x;h;y;t;x;c;y;7.06;14.02;w;f;f;d;a
p;7.84;x;w;p;f;s;c;p;4.1;9.75;p;f;f;d;a
e;8.76;f;t;w;f;d;c;y;2.35;13.53;w;f;f;d;a
p;8.59;f;w;p;f;s;c;p;5.2;10.46;p;f;f;d;a
p;3.14;o;t;g;f;f;f;f;4.02;14.04;n;f;f;d;u
p;7.29;x;e;e;f;a;c;n;8.9;10.85;n;t;z;d;a
e;4.35;x;t;n;f;x;c;w;7.67;8.52;w;t;f;g;a
e;19.24;p;d;o;f;p;c;w;17.74;35.43;w;f;f;d;u
e;9.95;x;y;e;f;a;c;w;6.82;24.2;n;t;e;d;a
e;9.83;x;t;n;t;a;c;w;10.83;20.62;w;t;g;d;a
p;6.83;o;k;y;f;a;c;y;1.49;14.84;y;f;f;d;w
e;8.81;f;d;w;f;s;c;w;6.84;30.78;w;f;f;m;s
e;4.08;x;d;y;t;p;c;y;7.5;13.84;y;f;f;d;u
p;6.87;x;h;e;f;x;d;w;6.3;17.6;w;f;f;d;u
p;2.65;f;s;w;f;d;c;w;3.18;7.56;w;f;f;g;u
e;5.99;x;h;n;f;x;c;n;6.15;6.48;n;t;r;d;a
e;5.9;x;t;g;t;p;c;g;12.54;25.31;w;f;f;d;a
p;10.08;x;t;n;t;x;c;u;7.99;19.23;g;f;f;d;a
p;5.87;c;e;y;t;x;c;y;7.71;13.48;w;f;f;d;a
